Headlines,Time,Description,combined_text,clean_text
Cramer Remix: Competition can't take on this payment juggernaut," 8:49  PM ET Tue, 28 May 2019",Jim Cramer breaks down how consolidation in the fintech space still can't overcome PayPal's dominance.,"Cramer Remix: Competition can't take on this payment juggernaut  8:49  PM ET Tue, 28 May 2019 Jim Cramer breaks down how consolidation in the fintech space still can't overcome PayPal's dominance.",cramer remix competition take payment juggernaut pm et tue may jim cramer breaks consolidation fintech space still overcome paypal dominance
"Cramer: Betting on the Fed to cut interest rates is 'very risky,' charts show"," 7:00  PM ET Tue, 28 May 2019",Jim Cramer takes a look at chart analysis by DeCarley Trading's Carley Garner to determine if there is a buying opportunity in the future.,"Cramer: Betting on the Fed to cut interest rates is 'very risky,' charts show  7:00  PM ET Tue, 28 May 2019 Jim Cramer takes a look at chart analysis by DeCarley Trading's Carley Garner to determine if there is a buying opportunity in the future.",cramer betting fed cut interest rates risky charts show pm et tue may jim cramer takes look chart analysis decarley trading carley garner determine buying opportunity future
Cramer: The US economy 'could be on the verge of a significant slowdown'," 7:36  PM ET Tue, 28 May 2019","With consumer and corporate confidence waning, the economy could slowdown ""if something doesn't change soon,"" Jim Cramer says.","Cramer: The US economy 'could be on the verge of a significant slowdown'  7:36  PM ET Tue, 28 May 2019 With consumer and corporate confidence waning, the economy could slowdown ""if something doesn't change soon,"" Jim Cramer says.",cramer us economy could verge significant slowdown pm et tue may consumer corporate confidence waning economy could slowdown something change soon jim cramer says
"Mondelez isn't feeling the heat from global consumer worries, CEO says"," 7:46  PM ET Tue, 28 May 2019",Mondelez International CEO Dirk Van de Put explains how changing consumer habits are boosting the Oreo-maker's sales.,"Mondelez isn't feeling the heat from global consumer worries, CEO says  7:46  PM ET Tue, 28 May 2019 Mondelez International CEO Dirk Van de Put explains how changing consumer habits are boosting the Oreo-maker's sales.",mondelez feeling heat global consumer worries ceo says pm et tue may mondelez international ceo dirk van de put explains changing consumer habits boosting oreo maker sales
Cramer Remix: Why Chipotle's downgrade is misguided," 8:16  PM ET Thu, 23 May 2019",Jim Cramer explains why worries at the restaurant chain may be off-base.,"Cramer Remix: Why Chipotle's downgrade is misguided  8:16  PM ET Thu, 23 May 2019 Jim Cramer explains why worries at the restaurant chain may be off-base.",cramer remix chipotle downgrade misguided pm et thu may jim cramer explains worries restaurant chain may base
"Cramer: The bad trade news is partially baked in, but the sell-off isn't over"," 6:59  PM ET Thu, 23 May 2019","""We still haven't seen the big estimate cuts that we can expect from the analysts who weren't expecting President Trump to keep raising tariffs,"" Jim Cramer says.","Cramer: The bad trade news is partially baked in, but the sell-off isn't over  6:59  PM ET Thu, 23 May 2019 ""We still haven't seen the big estimate cuts that we can expect from the analysts who weren't expecting President Trump to keep raising tariffs,"" Jim Cramer says.",cramer bad trade news partially baked sell pm et thu may still seen big estimate cuts expect analysts expecting president trump keep raising tariffs jim cramer says
The 5G rollout has cell tower stocks in 'raging bull market mode': Cramer," 7:26  PM ET Thu, 23 May 2019","""Once you build a tower, you can just add another antenna to it when you pick up a new client, so the margins are terrific,"" he says.","The 5G rollout has cell tower stocks in 'raging bull market mode': Cramer  7:26  PM ET Thu, 23 May 2019 ""Once you build a tower, you can just add another antenna to it when you pick up a new client, so the margins are terrific,"" he says.",g rollout cell tower stocks raging bull market mode cramer pm et thu may build tower add another antenna pick new client margins terrific says
Cramer: Investors are holding out hope for a trade deal — that's why the market hasn't bottomed yet," 7:24  PM ET Thu, 23 May 2019","Sentiment is ""not negative enough to trigger a huge rally ... unless we get some kind of real breakthrough with China,"" Jim Cramer says.","Cramer: Investors are holding out hope for a trade deal — that's why the market hasn't bottomed yet  7:24  PM ET Thu, 23 May 2019 Sentiment is ""not negative enough to trigger a huge rally ... unless we get some kind of real breakthrough with China,"" Jim Cramer says.",cramer investors holding hope trade deal market bottomed yet pm et thu may sentiment negative enough trigger huge rally unless get kind real breakthrough china jim cramer says
"Cramer Remix: Owning Apple may get rocky, so hold on tight"," 8:05  PM ET Wed, 22 May 2019","Jim Cramer reiterates that investors should own Apple, not trade it, but cautions that the stock could be hurt by trade tensions.","Cramer Remix: Owning Apple may get rocky, so hold on tight  8:05  PM ET Wed, 22 May 2019 Jim Cramer reiterates that investors should own Apple, not trade it, but cautions that the stock could be hurt by trade tensions.",cramer remix owning apple may get rocky hold tight pm et wed may jim cramer reiterates investors apple trade cautions stock could hurt trade tensions
"Cramer: Retailers, chipmakers and autos are feeling the pain of China exposure"," 7:38  PM ET Wed, 22 May 2019","""I just want you to know what you own so you're not surprised when this pattern continues,"" Jim Cramer says.","Cramer: Retailers, chipmakers and autos are feeling the pain of China exposure  7:38  PM ET Wed, 22 May 2019 ""I just want you to know what you own so you're not surprised when this pattern continues,"" Jim Cramer says.",cramer retailers chipmakers autos feeling pain china exposure pm et wed may want know surprised pattern continues jim cramer says
Cramer: Target's Q1 shows it has a recipe to beat Amazon and win in retail," 8:06  PM ET Wed, 22 May 2019","""Target's gutsy decision to make its stores the centerpiece of its fulfillment system has turned out to be a brilliant move,"" Jim Cramer says.","Cramer: Target's Q1 shows it has a recipe to beat Amazon and win in retail  8:06  PM ET Wed, 22 May 2019 ""Target's gutsy decision to make its stores the centerpiece of its fulfillment system has turned out to be a brilliant move,"" Jim Cramer says.",cramer target q shows recipe beat amazon win retail pm et wed may target gutsy decision make stores centerpiece fulfillment system turned brilliant move jim cramer says
Idexx Labs is counting on millennials to boost the pet-care industry," 7:39  PM ET Wed, 22 May 2019","""[Millennials] are more likely to go to the vet more frequently and more willing to listen to an advanced standard of care,"" Jonathan Ayers says.","Idexx Labs is counting on millennials to boost the pet-care industry  7:39  PM ET Wed, 22 May 2019 ""[Millennials] are more likely to go to the vet more frequently and more willing to listen to an advanced standard of care,"" Jonathan Ayers says.",idexx labs counting millennials boost pet care industry pm et wed may millennials likely go vet frequently willing listen advanced standard care jonathan ayers says
Cramer Remix: The cannabis stocks I'm eyeing,"12:57  PM ET Wed, 22 May 2019",Jim Cramer turns to the charts to reveal that cannabis companies like GW Pharmaceuticals and Village Farms could be good additions to your portfolio.,"Cramer Remix: The cannabis stocks I'm eyeing 12:57  PM ET Wed, 22 May 2019 Jim Cramer turns to the charts to reveal that cannabis companies like GW Pharmaceuticals and Village Farms could be good additions to your portfolio.",cramer remix cannabis stocks eyeing pm et wed may jim cramer turns charts reveal cannabis companies like gw pharmaceuticals village farms could good additions portfolio
,,,  ,
Cramer's lightning round: McDonald's is 'one of the greatest stocks of our time'," 7:06  PM ET Tue, 21 May 2019","Jim Cramer takes calls and gives his thoughts on McDonald's, Nektar Technologies, L Brands, and more.","Cramer's lightning round: McDonald's is 'one of the greatest stocks of our time'  7:06  PM ET Tue, 21 May 2019 Jim Cramer takes calls and gives his thoughts on McDonald's, Nektar Technologies, L Brands, and more.",cramer lightning round mcdonald one greatest stocks time pm et tue may jim cramer takes calls gives thoughts mcdonald nektar technologies l brands
Cramer: Stay away from this 'forbidden city of stocks'," 6:58  PM ET Tue, 21 May 2019",Jim Cramer says there's a shortage of buyable stocks on the market and that money managers are staying out of these sectors.,"Cramer: Stay away from this 'forbidden city of stocks'  6:58  PM ET Tue, 21 May 2019 Jim Cramer says there's a shortage of buyable stocks on the market and that money managers are staying out of these sectors.",cramer stay away forbidden city stocks pm et tue may jim cramer says shortage buyable stocks market money managers staying sectors
Novartis CEO calls for fixing 'distortions' in health-care system ahead of slate of drug launches,"12:55  PM ET Thu, 23 May 2019","""I can't remember a time at Novartis where year after year after year we have these significant medicines getting launched,"" CEO Vasant Narasimhan says.","Novartis CEO calls for fixing 'distortions' in health-care system ahead of slate of drug launches 12:55  PM ET Thu, 23 May 2019 ""I can't remember a time at Novartis where year after year after year we have these significant medicines getting launched,"" CEO Vasant Narasimhan says.",novartis ceo calls fixing distortions health care system ahead slate drug launches pm et thu may remember time novartis year year year significant medicines getting launched ceo vasant narasimhan says
